# bar  side  diff_mean
0  -229.851  57.7946
1  589.963  58.0483
2  675.027  56.1096
3  12.7035  54.2438
4  39.0559  53.5494
5  50.8139  56.1017
6  180.918  53.7793
7  421.803  55.1434
8  223.353  55.157
9  324.659  54.0894
10  374.385  55.063
11  186.496  56.7597
12  542.215  57.4784
13  479.56  59.1261
14  463.794  60.1674
15  326.312  65.4358
