# bar  side  diff_mean
0  -228.235  59.3518
1  589.022  59.4917
2  676.297  56.5918
3  13.3325  54.2434
4  37.784  54.7392
5  49.7224  55.6489
6  179.851  53.8946
7  420.737  55.0483
8  223.373  54.2165
9  324.23  54.8328
10  373.517  54.7291
11  187.384  57.1499
12  543.92  58.6728
13  480.918  58.3822
14  470.249  60.3882
15  326.146  64.8911
