# bar  side  diff_mean
0  -583.207  65.0679
1  227.873  60.2675
2  308.243  58.1498
3  -346.349  56.9286
4  -326.787  56.5643
5  -315.847  58.0706
6  -185.362  55.7817
7  60.8805  56.3529
8  -145.083  56.8461
9  -39.7455  57.113
10  8.80797  57.1631
11  -178.413  58.2462
12  171.772  59.8305
13  118.301  62.4547
14  100.874  64.3297
15  -42.6643  69.5972
