# mode: global
# bar side calib
0 L 0.840108
0 R 1.28394
1 L 0.970384
1 R 0.885111
2 L 0.969045
2 R 0.88352
3 L 1.2233
3 R 0.80435
4 L 1.03744
4 R 1.09997
5 L 0.95156
5 R 0.990098
6 L 0.883026
6 R 1.19091
7 L 1.10761
7 R 0.995579
8 L 1.05393
8 R 0.897506
9 L 1.00497
9 R 0.897203
10 L 1.08562
10 R 0.894096
11 L 1.26633
11 R 0.92545
12 L 1.14624
12 R 0.873341
13 L 0.989542
13 R 0.964205
14 L 1.13216
14 R 1.28244
15 L 0.996515
15 R 0.981833
