# mode: global
# bar side calib
0 L 0.843677
0 R 1.28539
1 L 0.972554
1 R 0.888895
2 L 0.975671
2 R 0.888115
3 L 1.22639
3 R 0.805305
4 L 1.03831
4 R 1.09907
5 L 0.951584
5 R 0.989583
6 L 0.883299
6 R 1.19346
7 L 1.10622
7 R 0.997558
8 L 1.05367
8 R 0.897976
9 L 1.00158
9 R 0.894324
10 L 1.08099
10 R 0.889959
11 L 1.26315
11 R 0.922353
12 L 1.13772
12 R 0.868212
13 L 0.991094
13 R 0.965773
14 L 1.13796
14 R 1.28981
15 L 0.989939
15 R 0.979065
