# mode: global
# bar side calib
0 L 0.843714
0 R 1.28049
1 L 0.970232
1 R 0.884313
2 L 0.972182
2 R 0.887139
3 L 1.22304
3 R 0.801746
4 L 1.03854
4 R 1.09739
5 L 0.950974
5 R 0.988297
6 L 0.882476
6 R 1.19203
7 L 1.10558
7 R 0.994543
8 L 1.05422
8 R 0.895293
9 L 1.00322
9 R 0.897163
10 L 1.08496
10 R 0.894536
11 L 1.26459
11 R 0.9234
12 L 1.14699
12 R 0.871993
13 L 0.987957
13 R 0.964268
14 L 1.13453
14 R 1.28908
15 L 0.997816
15 R 0.985749
