# mode: global
# bar side calib
0 L 0.843016
0 R 1.28132
1 L 0.96995
1 R 0.887416
2 L 0.973036
2 R 0.88524
3 L 1.22995
3 R 0.807321
4 L 1.03537
4 R 1.09619
5 L 0.951279
5 R 0.990174
6 L 0.882183
6 R 1.19252
7 L 1.1045
7 R 0.993991
8 L 1.05465
8 R 0.895309
9 L 1.00329
9 R 0.898822
10 L 1.08568
10 R 0.894281
11 L 1.26125
11 R 0.921487
12 L 1.14471
12 R 0.872233
13 L 0.991992
13 R 0.966377
14 L 1.13298
14 R 1.28075
15 L 0.996463
15 R 0.978483
