# mode: global
# bar side calib
0 L 0.840928
0 R 1.28305
1 L 0.965801
1 R 0.884538
2 L 0.974378
2 R 0.887563
3 L 1.22908
3 R 0.806257
4 L 1.03874
4 R 1.09887
5 L 0.951438
5 R 0.989228
6 L 0.88175
6 R 1.18891
7 L 1.10635
7 R 0.997984
8 L 1.05298
8 R 0.895723
9 L 1.00371
9 R 0.895715
10 L 1.08154
10 R 0.892548
11 L 1.26454
11 R 0.924648
12 L 1.14824
12 R 0.876088
13 L 0.988805
13 R 0.966547
14 L 1.13693
14 R 1.28642
15 L 0.993368
15 R 0.975751
