# bar  side  diff_mean
0  L  30.9695
0  R  -61.4142
1  L  17.7554
1  R  31.6584
2  L  16.869
2  R  33.5027
3  L  -29.1506
3  R  38.405
4  L  5.99595
4  R  -9.29767
5  L  22.5039
5  R  19.4461
6  L  23.9314
6  R  -21.6352
7  L  -14.0043
7  R  14.7371
8  L  2.03411
8  R  27.3597
9  L  10.7515
9  R  29.1302
10  L  -4.47375
10  R  27.8897
11  L  -40.8621
11  R  25.4031
12  L  -26.6103
12  R  28.2716
13  L  7.17423
13  R  1.06312
14  L  -34.8453
14  R  -88.9738
15  L  5.25058
15  R  -6.53104
