# bar  side  diff_mean
0  L  29.4533
0  R  -59.9655
1  L  18.0142
1  R  31.4389
2  L  16.7197
2  R  31.1986
3  L  -31.6257
3  R  35.5799
4  L  5.95859
4  R  -8.12037
5  L  22.5046
5  R  19.2201
6  L  24.6426
6  R  -21.2588
7  L  -17.5667
7  R  14.322
8  L  -0.341284
8  R  29.0069
9  L  10.8137
9  R  27.0714
10  L  -4.44134
10  R  28.6519
11  L  -42.509
11  R  26.1989
12  L  -26.5569
12  R  27.1055
13  L  8.09325
13  R  4.83785
14  L  -30.3633
14  R  -88.7771
15  L  -3.98483
15  R  -9.5956
