# bar  side  diff_mean
0  L  28.7826
0  R  -61.4809
1  L  14.2517
1  R  28.4085
2  L  17.9656
2  R  32.235
3  L  -28.626
3  R  36.5187
4  L  7.10201
4  R  -7.6878
5  L  20.965
5  R  18.1819
6  L  22.8364
6  R  -20.623
7  L  -18.3441
7  R  13.1985
8  L  0.666924
8  R  26.949
9  L  12.3961
9  R  30.0496
10  L  -2.66732
10  R  29.0148
11  L  -40.6382
11  R  26.7354
12  L  -25.6928
12  R  27.4072
13  L  4.62854
13  R  4.80331
14  L  -31.987
14  R  -86.825
15  L  3.42607
15  R  -10.5033
