# bar  side  diff_mean
0  L  31.4565
0  R  -60.0373
1  L  15.2425
1  R  30.4966
2  L  16.7253
2  R  32.421
3  L  -31.5265
3  R  40.4929
4  L  6.70184
4  R  -9.61763
5  L  20.7801
5  R  18.4235
6  L  22.8854
6  R  -21.8528
7  L  -16.2519
7  R  14.2671
8  L  0.755416
8  R  29.4386
9  L  9.75246
9  R  27.9199
10  L  -6.77553
10  R  29.1799
11  L  -42.8096
11  R  25.2039
12  L  -27.7876
12  R  25.8247
13  L  6.00962
13  R  5.1404
14  L  -31.4214
14  R  -80.4431
15  L  -0.455062
15  R  -12.6986
