# bar  side  diff_mean
0  L  33.1655
0  R  -58.4486
1  L  16.7319
1  R  26.7491
2  L  19.3035
2  R  33.8293
3  L  -29.8429
3  R  38.6256
4  L  5.97571
4  R  -7.97615
5  L  20.2734
5  R  17.7739
6  L  23.8148
6  R  -20.4993
7  L  -14.5351
7  R  15.5113
8  L  3.22583
8  R  28.0305
9  L  12.0808
9  R  29.5272
10  L  -5.14278
10  R  29.6842
11  L  -39.3558
11  R  24.9375
12  L  -24.1822
12  R  28.385
13  L  5.46222
13  R  6.12548
14  L  -34.329
14  R  -81.8136
15  L  -1.92858
15  R  -7.72782
