# bar  side  diff_mean
0  L  31.5825
0  R  -59.8039
1  L  17.7307
1  R  29.9473
2  L  17.661
2  R  33.0173
3  L  -29.0926
3  R  36.6321
4  L  5.46545
4  R  -8.08267
5  L  22.2289
5  R  20.0958
6  L  21.8377
6  R  -21.2451
7  L  -18.8256
7  R  13.5471
8  L  1.14648
8  R  28.4176
9  L  10.6283
9  R  28.9593
10  L  -4.17935
10  R  29.4019
11  L  -43.9799
11  R  26.5989
12  L  -24.7571
12  R  29.2028
13  L  3.58545
13  R  2.12957
14  L  -33.8463
14  R  -87.4817
15  L  -0.38853
15  R  -5.06725
