# bar  side  diff_mean
0  L  27.1895
0  R  -68.698
1  L  15.1265
1  R  33.4946
2  L  17.482
2  R  33.9986
3  L  -29.4998
3  R  34.6483
4  L  4.82163
4  R  -8.44798
5  L  20.075
5  R  17.3916
6  L  23.5719
6  R  -21.7627
7  L  -17.8338
7  R  14.654
8  L  1.71385
8  R  27.9536
9  L  11.2849
9  R  29.4069
10  L  -5.92744
10  R  28.5172
11  L  -45.4823
11  R  24.6542
12  L  -27.6002
12  R  29.2033
13  L  4.88624
13  R  4.83619
14  L  -30.3939
14  R  -76.3424
15  L  5.51028
15  R  -6.93589
