# bar  side  diff_mean
0  -731.372  66.7769
1  76.2642  64.7081
2  152.932  62.4552
3  -497.624  57.6037
4  -478.234  58.0035
5  -468.442  58.056
6  -339.013  58.3412
7  -95.0369  57.2001
8  -297.013  58.9013
9  -194.309  57.9549
10  -141.455  58.2585
11  -330.317  61.8985
12  19.3548  63.8522
13  -33.2025  63.1602
14  -47.4842  70.8518
15  -191.024  80.1024
