# bar  side  diff_mean
0  -727.625  69.2789
1  77.9471  64.8044
2  154.118  62.5483
3  -498.14  60.6559
4  -479.158  60.0495
5  -467.793  56.1251
6  -339.317  58.0098
7  -92.4366  57.7365
8  -298.442  55.894
9  -193.335  60.2619
10  -141.67  57.5249
11  -331.901  56.9833
12  19.6292  61.1335
13  -29.0689  64.4007
14  -50.5139  69.02
15  -187.638  80.7465
