# bar  side  diff_mean
0  -730.716  63.7627
1  73.3976  60.8254
2  153.866  61.5125
3  -498.361  58.9031
4  -478.671  57.0628
5  -466.082  59.279
6  -338.423  57.071
7  -94.369  58.5489
8  -297.544  57.0976
9  -192.097  57.6226
10  -143.185  58.0939
11  -333.37  59.6942
12  17.6823  62.9245
13  -29.8911  65.7883
14  -52.5741  74.04
15  -187.91  91.2967
