# bar  side  diff_mean
0  -659.571  65.7167
1  151.244  63.1258
2  231.272  60.9548
3  -420.234  56.9879
4  -401.008  56.9789
5  -391.424  57.3277
6  -260.54  57.491
7  -16.7393  57.6981
8  -221.598  57.5823
9  -117.297  58.9985
10  -66.743  58.4234
11  -257.005  59.3341
12  93.9565  60.6842
13  40.4887  64.0293
14  28.6913  63.2755
15  -112.905  72.3186
