# bar  side  diff_mean
0  -657.886  66.0394
1  152.18  64.1516
2  229.715  59.7004
3  -419.885  58.0727
4  -401.868  58.4857
5  -390.504  59.6524
6  -260.364  56.0869
7  -17.7411  58.5746
8  -220.763  57.001
9  -116.543  58.7774
10  -66.3131  58.3635
11  -257.772  58.0189
12  94.1395  59.7308
13  40.32  61.3703
14  28.3509  69.9616
15  -116.034  72.0302
