# bar  side  diff_mean
0  -657.88  67.2462
1  152.05  64.2845
2  233.467  60.9315
3  -420.615  58.5317
4  -401.191  59.1318
5  -389.6  58.3763
6  -261.168  56.9966
7  -15.6421  58.2837
8  -221.783  57.7523
9  -116.527  57.5653
10  -66.1848  58.8861
11  -255.565  57.9058
12  93.8427  61.3133
13  41.927  62.9244
14  24.8337  66.2931
15  -114.77  76.3957
