# bar  side  diff_mean
0  -296.2  62.0129
1  519.174  60.3729
2  603.739  58.4358
3  -57.1254  55.5766
4  -31.999  55.3336
5  -19.8586  56.5972
6  110.653  54.1615
7  351.009  55.3579
8  150.045  56.2284
9  254.41  56.0299
10  302.662  56.3859
11  118.036  56.8981
12  470.46  59.9804
13  408.691  58.9985
14  387.362  60.6246
15  255.699  65.9659
