# bar  side  diff_mean
0  -295.235  64.0362
1  518.581  60.5304
2  602.695  57.7858
3  -55.9103  55.5875
4  -32.8531  54.3792
5  -20.7454  56.8108
6  109.739  54.3367
7  350.192  55.3572
8  151.697  55.7627
9  253.964  55.5275
10  302.599  55.798
11  117.01  56.8579
12  471.571  59.7435
13  407.891  58.591
14  398.616  61.5207
15  254.125  66.4784
