# bar  side  diff_mean
0  L  0.782821
0  R  0.833349
1  L  2.19038
1  R  1.35355
2  L  0.749373
2  R  1.57541
3  L  1.29264
3  R  0.695209
4  L  1.47797
4  R  1.1789
5  L  1.88417
5  R  1.68299
6  L  1.36503
6  R  0.907245
7  L  1.20021
7  R  1.02499
8  L  0.885433
8  R  3.02989
9  L  1.73937
9  R  1.9175
10  L  1.19703
10  R  1.87077
11  L  1.18402
11  R  0.792386
12  L  1.36965
12  R  1.3163
13  L  1.55282
13  R  1.86657
14  L  1.03873
14  R  1.27672
15  L  0.676636
15  R  1.08686
