# bar  side  diff_mean
0  L  0.722755
0  R  1.03026
1  L  1.04685
1  R  1.73747
2  L  1.51778
2  R  1.24733
3  L  1.09828
3  R  2.27211
4  L  0.794015
4  R  0.619259
5  L  1.23315
5  R  2.09088
6  L  1.54913
6  R  0.822444
7  L  1.42968
7  R  1.2367
8  L  1.29405
8  R  2.1025
9  L  2.12361
9  R  2.67489
10  L  1.61989
10  R  1.98296
11  L  0.893515
11  R  1.38682
12  L  1.07478
12  R  1.48153
13  L  0.795477
13  R  1.3316
14  L  2.20369
14  R  1.21027
15  L  2.13214
15  R  1.4689
