# bar  side  diff_mean
0  L  0.98422
0  R  0.887009
1  L  1.73303
1  R  0.869289
2  L  1.13961
2  R  0.750799
3  L  0.771937
3  R  1.42382
4  L  1.14056
4  R  1.36497
5  L  1.65586
5  R  2.25823
6  L  0.964392
6  R  1.18588
7  L  1.87957
7  R  1.63583
8  L  0.671608
8  R  1.53737
9  L  2.0112
9  R  1.71516
10  L  1.28247
10  R  2.50826
11  L  1.21197
11  R  1.7299
12  L  0.990002
12  R  1.23057
13  L  1.57841
13  R  0.918376
14  L  1.40053
14  R  1.59087
15  L  1.77415
15  R  1.31611
