# bar  side  diff_mean
0  L  1.89282
0  R  1.34346
1  L  0.942029
1  R  2.11613
2  L  1.65489
2  R  0.792595
3  L  1.14829
3  R  1.43106
4  L  0.835465
4  R  1.30736
5  L  1.87692
5  R  2.51137
6  L  1.11074
6  R  0.738764
7  L  1.59957
7  R  1.37712
8  L  1.04888
8  R  2.19677
9  L  1.7641
9  R  4.87508
10  L  1.04021
10  R  1.46821
11  L  1.26669
11  R  1.3281
12  L  0.768065
12  R  2.27828
13  L  1.00691
13  R  0.975125
14  L  1.14125
14  R  1.07712
15  L  1.07782
15  R  1.01406
