# bar  side  diff_mean
0  L  1.60254
0  R  1.48841
1  L  1.41087
1  R  1.32368
2  L  1.80134
2  R  1.22092
3  L  0.7904
3  R  1.28408
4  L  1.34131
4  R  1.6545
5  L  1.9676
5  R  1.60692
6  L  1.26308
6  R  1.36711
7  L  1.43729
7  R  1.21782
8  L  1.53019
8  R  3.98673
9  L  1.78141
9  R  1.19589
10  L  0.608988
10  R  1.16821
11  L  1.55567
11  R  1.61906
12  L  1.11736
12  R  1.17225
13  L  1.46648
13  R  1.10862
14  L  0.916706
14  R  0.775458
15  L  1.93919
15  R  1.14348
