# bar  side  diff_mean
0  L  1.94881
0  R  1.47939
1  L  1.18786
1  R  1.99958
2  L  1.18758
2  R  1.53918
3  L  0.927364
3  R  1.56809
4  L  1.18333
4  R  1.36751
5  L  1.77173
5  R  1.65072
6  L  1.01669
6  R  1.13624
7  L  1.30636
7  R  1.61135
8  L  0.757207
8  R  2.38616
9  L  1.69815
9  R  1.56937
10  L  1.15072
10  R  1.40143
11  L  1.4262
11  R  1.13108
12  L  1.142
12  R  1.4408
13  L  1.77095
13  R  0.955954
14  L  2.11371
14  R  0.904615
15  L  1.42304
15  R  1.12596
