# bar  side  diff_mean
0  L  0.983999
0  R  0.817023
1  L  0.727245
1  R  1.05046
2  L  1.0214
2  R  1.0688
3  L  1.02037
3  R  2.24597
4  L  0.683959
4  R  1.34501
5  L  1.56614
5  R  1.50517
6  L  1.26799
6  R  0.753539
7  L  1.46914
7  R  2.2303
8  L  1.3762
8  R  1.60638
9  L  1.37703
9  R  1.33389
10  L  1.15036
10  R  1.15181
11  L  0.976131
11  R  0.866081
12  L  1.39521
12  R  1.7638
13  L  1.08895
13  R  1.03712
14  L  1.02384
14  R  1.11019
15  L  1.30314
15  R  0.843794
