# bar  side  diff_mean
0  L  -1.35145
0  R  6.15261
1  L  1.75322
1  R  -2.66504
2  L  1.26022
2  R  -2.43106
3  L  5.92784
3  R  0.423791
4  L  4.56814
4  R  5.8714
5  L  -0.733644
5  R  1.8271
6  L  -0.831094
6  R  6.84104
7  L  8.12775
7  R  3.12801
8  L  4.80562
8  R  -1.02045
9  L  3.06423
9  R  -1.18246
10  L  4.48628
10  R  -1.44663
11  L  5.26247
11  R  -1.06581
12  L  5.80913
12  R  -1.07575
13  L  4.28083
13  R  5.08846
14  L  10.2458
14  R  11.3746
15  L  4.62882
15  R  8.3563
