# bar  side  diff_mean
0  L  -3.43024
0  R  9.00994
1  L  2.31349
1  R  -1.83285
2  L  1.17773
2  R  -2.09427
3  L  6.49037
3  R  -1.79513
4  L  4.51137
4  R  6.271
5  L  -0.406312
5  R  1.80834
6  L  -0.903712
6  R  6.57589
7  L  6.01101
7  R  3.11597
8  L  4.13163
8  R  -1.70418
9  L  3.18412
9  R  -1.14755
10  L  5.1338
10  R  -0.849614
11  L  5.53426
11  R  -0.594563
12  L  6.38645
12  R  -0.649573
13  L  5.46343
13  R  7.48217
14  L  10.2537
14  R  4.39302
15  L  4.84079
15  R  8.87903
