# bar  side  diff_mean
0  L  -2.38332
0  R  4.17926
1  L  1.36534
1  R  -0.386457
2  L  0.849465
2  R  -1.84122
3  L  5.4302
3  R  0.292858
4  L  4.54518
4  R  5.8446
5  L  -0.374404
5  R  1.91942
6  L  -0.531563
6  R  6.82713
7  L  4.98082
7  R  3.49537
8  L  4.40815
8  R  -1.44456
9  L  3.03087
9  R  -1.14501
10  L  4.86261
10  R  -1.20523
11  L  4.97356
11  R  -0.59884
12  L  6.87529
12  R  -1.15355
13  L  4.81753
13  R  5.47664
14  L  9.19199
14  R  4.64866
15  L  6.28413
15  R  9.89934
