# bar  side  diff_mean
0  L  -0.985889
0  R  8.60966
1  L  2.03443
1  R  -3.06674
2  L  1.23588
2  R  -2.20801
3  L  6.49838
3  R  -0.789797
4  L  4.46611
4  R  5.73559
5  L  -0.0948087
5  R  2.15389
6  L  -0.67886
6  R  6.67372
7  L  5.68235
7  R  2.90467
8  L  4.29737
8  R  -1.35952
9  L  2.9295
9  R  -1.09016
10  L  4.82638
10  R  -1.13477
11  L  4.26925
11  R  -0.286064
12  L  8.64495
12  R  -1.0873
13  L  4.34368
13  R  5.95617
14  L  9.73736
14  R  3.68444
15  L  6.72243
15  R  11.0608
