# bar  side  diff_mean
0  L  0.488819
0  R  5.96259
1  L  1.97595
1  R  -2.60745
2  L  0.717154
2  R  -2.26251
3  L  5.25927
3  R  -0.804953
4  L  4.28786
4  R  5.64773
5  L  -0.789663
5  R  1.70541
6  L  -0.717367
6  R  6.55501
7  L  7.92256
7  R  2.93466
8  L  3.97998
8  R  -1.52949
9  L  3.10937
9  R  -1.34848
10  L  5.08842
10  R  -1.3553
11  L  5.58288
11  R  -0.927051
12  L  8.47171
12  R  -0.817906
13  L  5.42522
13  R  5.52728
14  L  11.6049
14  R  5.07376
15  L  5.68548
15  R  6.05326
