# bar  side  diff_mean
0  L  -3.02594
0  R  4.5212
1  L  1.659
1  R  -3.22986
2  L  1.10785
2  R  -1.62486
3  L  5.14212
3  R  -0.0137651
4  L  4.93669
4  R  6.05957
5  L  -0.368277
5  R  2.0196
6  L  -1.00031
6  R  5.94277
7  L  6.23502
7  R  3.47643
8  L  4.17576
8  R  -1.20199
9  L  3.61619
9  R  -0.977193
10  L  5.19428
10  R  -1.58017
11  L  5.64007
11  R  -0.6607
12  L  5.4772
12  R  -0.857761
13  L  5.43504
13  R  6.5681
14  L  8.46266
14  R  4.96168
15  L  5.36857
15  R  7.29303
