# bar  side  diff_mean
0  -365.555  58.6033
1  447.435  58.3638
2  528.503  57.8783
3  -129.492  55.4134
4  -104.849  55.0624
5  -92.7736  57.3083
6  38.4649  55.7554
7  279.196  56.8775
8  77.5249  57.0809
9  180.731  57.1022
10  229.659  56.7444
11  43.7132  59.1098
12  395.811  61.2726
13  336.812  61.2947
14  314.952  69.2086
15  179.817  69.3253
