# bar  side  diff_mean
0  -365.553  59.6783
1  445.903  59.1587
2  529.755  57.9139
3  -127.157  55.1801
4  -104.567  56.0023
5  -92.9391  57.1195
6  38.022  55.2699
7  280.188  56.8341
8  77.1895  57.136
9  180.561  56.6164
10  229.859  58.1426
11  44.0707  58.3879
12  396.455  61.9477
13  337.447  59.4503
14  324.419  64.5936
15  181.6  68.5672
