# bar  side  diff_mean
0  -364.679  60.3377
1  445.652  59.2854
2  529.87  57.2468
3  -127.725  55.1282
4  -106.93  55.4551
5  -93.9519  56.9878
6  37.5663  54.9275
7  279.29  56.8651
8  78.3443  56.4421
9  180.827  56.7647
10  229.711  57.3573
11  44.5832  59.5513
12  396.393  60.7277
13  336.701  61.4249
14  319.383  65.3455
15  186.978  70.1127
