# bar  side  diff_mean
0  -364.943  59.0776
1  446.041  58.6949
2  529.947  57.6865
3  -128.882  55.8729
4  -105.45  55.8719
5  -93.1394  56.8933
6  40.182  55.2255
7  279.474  56.5001
8  76.5368  57.3914
9  181.405  57.3538
10  228.863  56.5031
11  43.7295  59.4781
12  395.322  61.6703
13  336.143  62.9835
14  316.134  66.1044
15  183.825  71.5631
