# mode: global
# bar side calib
0 L 0.8546
0 R 1.26854
1 L 0.956847
1 R 0.873838
2 L 0.954831
2 R 0.869491
3 L 1.16784
3 R 0.782603
4 L 1.01651
4 R 1.06907
5 L 0.926657
5 R 0.949701
6 L 0.898068
6 R 1.12578
7 L 1.12067
7 R 0.975138
8 L 1.04122
8 R 0.901596
9 L 0.985987
9 R 0.888163
10 L 1.07578
10 R 0.893843
11 L 1.2647
11 R 0.927136
12 L 1.16753
12 R 0.903479
13 L 1.02452
13 R 1.02202
14 L 1.15831
14 R 1.38233
15 L 1.03131
15 R 1.05881
