# mode: global
# bar side calib
0 L 0.854563
0 R 1.27339
1 L 0.959137
1 R 0.878365
2 L 0.958258
2 R 0.870447
3 L 1.17105
3 R 0.786078
4 L 1.01629
4 R 1.07071
5 L 0.927251
5 R 0.950937
6 L 0.898906
6 R 1.12713
7 L 1.12131
7 R 0.978095
8 L 1.04068
8 R 0.904297
9 L 0.984374
9 R 0.885353
10 L 1.07184
10 R 0.88927
11 L 1.26326
11 R 0.926084
12 L 1.15809
12 R 0.899562
13 L 1.02778
13 R 1.02361
14 L 1.16182
14 R 1.38311
15 L 1.02317
15 R 1.05163
