# mode: global
# bar side calib
0 L 0.851779
0 R 1.27108
1 L 0.952477
1 R 0.87406
2 L 0.956988
2 R 0.869905
3 L 1.17361
3 R 0.787007
4 L 1.0167
4 R 1.07052
5 L 0.927109
5 R 0.950596
6 L 0.89733
6 R 1.12282
7 L 1.12145
7 R 0.978512
8 L 1.04
8 R 0.902029
9 L 0.986464
9 R 0.886729
10 L 1.07238
10 R 0.891856
11 L 1.26466
11 R 0.928389
12 L 1.1688
12 R 0.907723
13 L 1.0254
13 R 1.02443
14 L 1.16077
14 R 1.37947
15 L 1.02672
15 R 1.04807
