# mode: global
# bar side calib
0 L 0.852965
0 R 1.26969
1 L 0.947941
1 R 0.872025
2 L 0.959843
2 R 0.872783
3 L 1.1716
3 R 0.78361
4 L 1.01613
4 R 1.06982
5 L 0.925946
5 R 0.948479
6 L 0.897018
6 R 1.12558
7 L 1.12068
7 R 0.977481
8 L 1.04089
8 R 0.903226
9 L 0.986004
9 R 0.886278
10 L 1.07237
10 R 0.891224
11 L 1.25783
11 R 0.926308
12 L 1.16897
12 R 0.907157
13 L 1.03375
13 R 1.03275
14 L 1.16385
14 R 1.39039
15 L 1.0229
15 R 1.04522
