# mode: global
# bar side calib
0 L 0.853893
0 R 1.26936
1 L 0.956569
1 R 0.876904
2 L 0.95567
2 R 0.867629
3 L 1.17444
3 R 0.788046
4 L 1.01341
4 R 1.0679
5 L 0.926954
5 R 0.951505
6 L 0.89777
6 R 1.12624
7 L 1.11957
7 R 0.974598
8 L 1.04164
8 R 0.901612
9 L 0.986055
9 R 0.889806
10 L 1.07649
10 R 0.893588
11 L 1.26137
11 R 0.925215
12 L 1.16521
12 R 0.903728
13 L 1.02871
13 R 1.02425
14 L 1.15673
14 R 1.37339
15 L 1.02992
15 R 1.051
