# bar  side  diff_mean
0  -278.858  66.2264
1  535.348  66.4067
2  635.985  64.2777
3  4.40599  61.2172
4  22.2129  61.6821
5  2.27335  60.5639
6  118.296  60.1912
7  378.993  59.7365
8  170.886  61.0022
9  261.385  62.746
10  355.624  64.9225
11  187.949  62.7845
12  438.882  67.7552
13  435.063  65.429
14  375.187  67.2931
15  247.529  75.2224
