# mode: global
# bar side calib
0 L 0.832929
0 R 1.2975
1 L 0.986159
1 R 0.89955
2 L 0.993401
2 R 0.906142
3 L 1.28435
3 R 0.825002
4 L 1.06082
4 R 1.12818
5 L 0.976555
5 R 1.0298
6 L 0.867963
6 R 1.2637
7 L 1.09132
7 R 1.01741
8 L 1.06683
8 R 0.891698
9 L 1.01909
9 R 0.903387
10 L 1.09022
10 R 0.890649
11 L 1.26303
11 R 0.918636
12 L 1.1177
12 R 0.837955
13 L 0.955721
13 R 0.911201
14 L 1.1146
14 R 1.20281
15 L 0.957785
15 R 0.911508
