# mode: global
# bar side calib
0 L 0.831369
0 R 1.29665
1 L 0.982432
1 R 0.895906
2 L 0.992944
2 R 0.904905
3 L 1.28538
3 R 0.824665
4 L 1.05924
4 R 1.12242
5 L 0.978185
5 R 1.03018
6 L 0.865787
6 R 1.25739
7 L 1.0939
7 R 1.01643
8 L 1.06516
8 R 0.889913
9 L 1.0222
9 R 0.90458
10 L 1.09503
10 R 0.892794
11 L 1.26244
11 R 0.921666
12 L 1.12378
12 R 0.842039
13 L 0.951773
13 R 0.913998
14 L 1.1127
14 R 1.19647
15 L 0.960792
15 R 0.916268
