# mode: global
# bar side calib
0 L 0.831372
0 R 1.29373
1 L 0.974647
1 R 0.893057
2 L 0.995043
2 R 0.908574
3 L 1.28496
3 R 0.822412
4 L 1.06065
4 R 1.12724
5 L 0.97518
5 R 1.02714
6 L 0.866141
6 R 1.26197
7 L 1.09071
7 R 1.01677
8 L 1.06704
8 R 0.890642
9 L 1.02077
9 R 0.90433
10 L 1.09076
10 R 0.892606
11 L 1.2576
11 R 0.918859
12 L 1.1282
12 R 0.84503
13 L 0.961277
13 R 0.919331
14 L 1.11655
14 R 1.20914
15 L 0.957531
15 R 0.905949
