# mode: global
# bar side calib
0 L 0.830216
0 R 1.29514
1 L 0.979311
1 R 0.895141
2 L 0.992084
2 R 0.905578
3 L 1.28717
3 R 0.825977
4 L 1.06125
4 R 1.12798
5 L 0.976405
5 R 1.02943
6 L 0.866441
6 R 1.25888
7 L 1.09145
7 R 1.01784
8 L 1.06612
8 R 0.889461
9 L 1.02125
9 R 0.904791
10 L 1.09077
10 R 0.893239
11 L 1.26443
11 R 0.920922
12 L 1.12804
12 R 0.845556
13 L 0.953514
13 R 0.911932
14 L 1.11359
14 R 1.19964
15 L 0.961102
15 R 0.908423
