# mode: global
# bar side calib
0 L 0.832383
0 R 1.29449
1 L 0.980687
1 R 0.895546
2 L 0.989303
2 R 0.903464
3 L 1.28542
3 R 0.825357
4 L 1.06002
4 R 1.12732
5 L 0.978629
5 R 1.03055
6 L 0.866251
6 R 1.26216
7 L 1.08892
7 R 1.01351
8 L 1.06563
8 R 0.889897
9 L 1.01851
9 R 0.903239
10 L 1.09138
10 R 0.894151
11 L 1.25753
11 R 0.918311
12 L 1.12476
12 R 0.841341
13 L 0.95862
13 R 0.914844
14 L 1.11814
14 R 1.20765
15 L 0.961869
15 R 0.913584
