# mode: global
# bar side calib
0 L 0.832277
0 R 1.2934
1 L 0.983519
1 R 0.898054
2 L 0.990718
2 R 0.903208
3 L 1.28807
3 R 0.827068
4 L 1.05781
4 R 1.12522
5 L 0.976242
5 R 1.03041
6 L 0.866867
6 R 1.2627
7 L 1.08963
7 R 1.01377
8 L 1.06781
8 R 0.889051
9 L 1.02083
9 R 0.90793
10 L 1.09495
10 R 0.894974
11 L 1.26114
11 R 0.917774
12 L 1.12457
12 R 0.841836
13 L 0.956587
13 R 0.911771
14 L 1.10972
14 R 1.19436
15 L 0.964097
15 R 0.910966
